civilians,militants_terrorists_insurgents,security_forces,total_number_of_people,district,report_date,state_full,svmlabel1,objecttype,verb
1,0,0,1,warangal,5/11/2001,,civilian,person,killed
0,2,0,2,kupwara,5/12/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,udhampur,5/12/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,poonch,5/12/2001,Jammu and Kashmir,civilian,person,killed
,,1,1,poonch,5/12/2001,Jammu and Kashmir,security,person,injured
0,1,0,1,srinagar,5/12/2001,Jammu and Kashmir,terrorist,person,arrested
0,0,1,1,rajouri,5/12/2001,Jammu and Kashmir,security,person,killed
0,0,2,2,rajouri,5/12/2001,Jammu and Kashmir,civilian,person,injured
0,1,0,1,anantnag,5/12/2001,Jammu and Kashmir,civilian,person,killed
0,0,3,3,anantnag,5/12/2001,Jammu and Kashmir,security,person,injured
,,4,4,jorhat,5/12/2001,Assam,security,person,killed
2,0,0,2,kohima,5/12/2001,,civilian,person,arrested
0,1,0,1,anantnag,5/13/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,rajouri,5/13/2001,Jammu and Kashmir,terrorist,person,killed
0,0,2,2,doda,5/13/2001,Jammu and Kashmir,civilian,person,killed
1,1,1,1,doda,5/13/2001,Jammu and Kashmir,security,person,injured
2,0,0,2,udhampur,5/13/2001,Jammu and Kashmir,civilian,person,killed
0,2,0,2,baramulla,5/14/2001,,terrorist,person,killed
0,1,0,1,kupwara,5/14/2001,,terrorist,person,killed
1,,,1,budgam,5/14/2001,,civilian,person,killed
0,2,0,2,poonch,5/14/2001,,terrorist,person,killed
,1,,1,pulwama,5/14/2001,,civilian,person,killed
0,0,4,4,doda,5/14/2001,,security,person,injured
0,0,1,1,poonch,5/14/2001,,security,person,injured
3,0,0,3,rajouri,5/14/2001,,civilian,person,injured
1,,,1,anantnag,5/14/2001,,civilian,person,injured
1,1,1,1,warangal,5/14/2001,,civilian,person,killed
0,1,0,1,ranchi,5/14/2001,,terrorist,person,arrested
0,4,1,5,poonch,5/15/2001,Jammu and Kashmir,security,person,killed
1,0,0,1,anantnag,5/15/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,budgam,5/15/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,baramulla,5/15/2001,Jammu and Kashmir,civilian,person,injured
,3,,3,doda,5/15/2001,Jammu and Kashmir,terrorist,person,killed
2,,,2,anantnag,5/15/2001,Jammu and Kashmir,civilian,person,injured
0,2,0,2,baramulla,5/16/2001,,terrorist,person,killed
0,1,0,1,udhampur,5/16/2001,,terrorist,person,killed
0,0,1,1,doda,5/16/2001,,security,person,killed
,,3,3,doda,5/16/2001,,civilian,person,injured
0,1,0,1,anantnag,5/16/2001,,civilian,person,killed
11,0,3,14,kishtwar,5/16/2001,,security,person,injured
0,1,0,1,srinagar,5/16/2001,,terrorist,person,arrested
1,0,0,1,kupwara,5/16/2001,,civilian,person,killed
3,,,3,kupwara,5/16/2001,,civilian,person,injured
0,1,0,1,dhalai,5/16/2001,Tripura,civilian,person,arrested
0,2,0,2,dhalai,5/17/2001,Tripura,terrorist,person,arrested
1,0,0,1,karimnagar,5/17/2001,,civilian,person,injured
0,5,0,5,doda,5/18/2001,,terrorist,person,killed
0,1,0,1,rajouri,5/18/2001,,terrorist,person,killed
15,0,0,15,srinagar,5/18/2001,,security,person,injured
2,0,0,2,ganderbal,5/18/2001,,civilian,person,killed
1,0,0,1,ganderbal,5/18/2001,,civilian,person,injured
0,2,0,2,darrang,5/18/2001,Assam,terrorist,person,killed
1,0,0,1,karimnagar,5/18/2001,,civilian,person,killed
0,1,0,1,hyderabad,5/18/2001,Andhra Pradesh,civilian,person,arrested
0,5,0,5,poonch,5/19/2001,Jammu and Kashmir,terrorist,person,killed
,2,,2,srinagar,5/19/2001,Jammu and Kashmir,terrorist,person,killed
,2,,2,srinagar,5/19/2001,Jammu and Kashmir,civilian,person,arrested
0,2,0,2,srinagar,5/19/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,doda,5/19/2001,Jammu and Kashmir,civilian,person,killed
0,5,0,5,mahabubnagar,5/19/2001,Andhra Pradesh,terrorist,person,killed
0,1,0,1,kamrup,5/19/2001,,terrorist,person,killed
1,0,0,1,baramulla,5/20/2001,Jammu and Kashmir,civilian,person,killed
12,0,2,14,baramulla,5/20/2001,Jammu and Kashmir,security,person,injured
0,1,0,1,ganderbal,5/20/2001,Jammu and Kashmir,terrorist,person,killed
1,1,1,1,srinagar,5/20/2001,Jammu and Kashmir,security,person,killed
0,3,0,3,imphal east,5/21/2001,Manipur,terrorist,person,killed
0,1,0,1,srinagar,5/21/2001,Jammu and Kashmir,terrorist,person,killed
0,3,0,3,kupwara,5/21/2001,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,baramulla,5/21/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,pulwama,5/21/2001,Jammu and Kashmir,civilian,person,killed
0,2,0,2,ludhiana,5/21/2001,,terrorist,person,arrested
,1,,1,west tripura,5/22/2001,Tripura,civilian,person,killed
,30,,30,medak,5/22/2001,Andhra Pradesh,terrorist,person,arrested
1,0,0,1,warangal,5/22/2001,Andhra Pradesh,civilian,person,killed
0,9,0,9,nanded,5/22/2001,,civilian,person,arrested
,2,,2,jammu,5/22/2001,,civilian,person,arrested
0,0,0,0,mumbai,5/22/2001,,civilian,person,killed
1,,,1,mahbubnagar,5/23/2001,Andhra Pradesh,civilian,person,killed
1,0,0,1,nizamabad,5/23/2001,Andhra Pradesh,civilian,person,killed
1,0,0,1,nizamabad,5/23/2001,Andhra Pradesh,civilian,person,injured
0,0,1,1,gadchiroli,5/23/2001,Maharashtra,security,person,killed
0,0,1,1,dibrugarh,5/24/2001,Assam,security,person,killed
0,1,0,1,darrang,5/24/2001,Assam,terrorist,person,killed
0,2,0,2,kamrup,5/24/2001,Assam,terrorist,person,arrested
0,3,0,3,kamrup,5/24/2001,Assam,terrorist,person,arrested
0,2,0,2,nalbari,5/24/2001,Assam,terrorist,person,arrested
,2,,2,karimnagar,5/24/2001,Andhra Pradesh,terrorist,person,killed
,6,,6,hyderabad,5/24/2001,Andhra Pradesh,civilian,person,arrested
0,1,0,1,kolkata,5/24/2001,West Bengal,civilian,person,arrested
0,11,0,11,srinagar,5/24/2001,Jammu and Kashmir,civilian,person,arrested
,1,,1,kupwara,5/25/2001,,terrorist,person,killed
,2,,2,baramulla,5/25/2001,,terrorist,person,killed
0,1,0,1,poonch,5/25/2001,,terrorist,person,killed
0,1,0,1,dibrugarh,5/25/2001,Assam,terrorist,person,killed
0,1,0,1,mumbai,5/25/2001,Maharashtra,civilian,person,surrendered
0,0,5,5,udhampur,5/26/2001,,security,person,killed
0,0,2,2,udhampur,5/26/2001,,civilian,person,injured
0,2,0,2,nalbari,5/26/2001,Assam,terrorist,person,killed
0,0,1,1,dhalai,5/26/2001,Tripura,security,person,killed
1,,,1,rajouri,5/27/2001,,civilian,person,killed
1,0,0,1,pulwama,5/27/2001,,civilian,person,killed
0,1,0,1,patan,5/27/2001,,terrorist,person,killed
2,0,0,2,srinagar,5/27/2001,,civilian,person,injured
0,7,0,7,rajouri,5/28/2001,,terrorist,person,killed
0,1,0,1,jammu,5/28/2001,,terrorist,person,killed
0,0,2,2,kupwara,5/28/2001,,security,person,injured
1,0,0,1,budgam,5/28/2001,,civilian,person,injured
0,5,0,5,purulia,5/28/2001,,terrorist,person,arrested
1,0,1,2,baramulla,5/29/2001,,security,person,killed
2,0,5,7,baramulla,5/29/2001,,security,person,injured
,,1,1,jammu,5/29/2001,,security,person,killed
0,1,0,1,poonch,5/29/2001,,security,person,killed
0,1,0,1,kupwara,5/29/2001,,terrorist,person,killed
3,0,0,3,srinagar,5/29/2001,,civilian,person,injured
,1,,1,kupwara,5/29/2001,,terrorist,person,arrested
0,0,1,1,aurangabad,5/29/2001,,security,person,killed
0,0,5,5,aurangabad,5/29/2001,,civilian,person,injured
1,,,1,kokrajhar,5/29/2001,Assam,civilian,person,killed
1,0,0,1,kokrajhar,5/29/2001,Assam,civilian,person,injured
0,1,0,1,bishnupur,5/29/2001,Manipur,terrorist,person,killed
0,6,0,6,aurangabad,5/30/2001,Bihar,terrorist,person,arrested
0,0,0,0,rohtas,5/30/2001,Bihar,terrorist,person,arrested
0,5,0,5,poonch,5/31/2001,,terrorist,person,killed
0,0,2,2,pulwama,5/31/2001,,security,person,killed
0,0,6,6,pulwama,5/31/2001,,civilian,person,injured
1,0,0,1,anantnag,5/31/2001,,civilian,person,killed
0,1,0,1,baramulla,5/31/2001,,terrorist,person,killed
0,2,0,2,poonch,5/31/2001,,civilian,person,killed
15,,,15,anantnag,5/31/2001,,civilian,person,injured
0,1,0,1,khowai,5/31/2001,Tripura,terrorist,person,surrendered
0,3,0,3,kupwara,6/1/2001,,terrorist,person,killed
0,0,2,2,kupwara,6/1/2001,,security,person,injured
0,1,0,1,bandipore,6/1/2001,,terrorist,person,killed
0,3,0,3,poonch,6/1/2001,,terrorist,person,killed
0,1,0,1,bandipore,6/1/2001,,civilian,person,arrested
0,2,0,2,bandipore,6/1/2001,,terrorist,person,arrested
0,7,0,7,poonch,6/2/2001,,terrorist,person,killed
0,2,0,2,poonch,6/2/2001,,terrorist,person,killed
0,1,0,1,doda,6/2/2001,,terrorist,person,killed
1,0,0,1,udhampur,6/2/2001,,civilian,person,killed
0,0,1,1,doda,6/2/2001,,security,person,killed
1,0,0,1,budgam,6/2/2001,,civilian,person,killed
0,0,1,1,bandipora,6/2/2001,,security,person,killed
0,2,0,2,poonch,6/3/2001,,terrorist,person,killed
1,,,1,budgam,6/3/2001,,civilian,person,killed
,1,,1,shopian,6/3/2001,,terrorist,person,killed
0,0,1,1,kupwara,6/3/2001,,security,person,killed
1,0,0,1,budgam,6/3/2001,,civilian,person,killed
0,1,0,1,shopian,6/3/2001,,civilian,person,injured
0,0,2,2,baramulla,6/3/2001,,security,person,injured
2,,,2,kupwara,6/3/2001,,civilian,person,killed
33,,,33,kupwara,6/3/2001,,civilian,person,injured
0,11,0,11,poonch,6/4/2001,,terrorist,person,killed
,1,,1,poonch,6/4/2001,,terrorist,person,killed
0,1,0,1,kupwara,6/4/2001,,terrorist,person,killed
0,0,1,1,kupwara,6/4/2001,,security,person,injured
0,0,1,1,pulwama,6/4/2001,,security,person,injured
0,2,0,2,jammu,6/4/2001,,terrorist,person,arrested
1,0,0,1,badgam,6/4/2001,,civilian,person,killed
,,1,1,prakasam,6/4/2001,Andhra Pradesh,security,person,killed
1,0,0,1,medak,6/4/2001,Andhra Pradesh,security,person,killed
0,10,0,10,rajouri,6/5/2001,Jammu and Kashmir,terrorist,person,killed
4,0,0,4,jammu,6/5/2001,Jammu and Kashmir,civilian,person,killed
17,0,0,17,jammu,6/5/2001,Jammu and Kashmir,civilian,person,injured
0,3,0,3,poonch,6/5/2001,Jammu and Kashmir,terrorist,person,killed
3,0,0,3,baramulla,6/5/2001,Jammu and Kashmir,civilian,person,injured
0,1,0,1,jammu,6/5/2001,Jammu and Kashmir,terrorist,person,surrendered
10,0,0,10,kokrajhar,6/5/2001,Assam,civilian,person,killed
,,,0,jorhat,6/5/2001,Assam,terrorist,person,killed
0,0,5,5,jorhat,6/5/2001,Assam,security,person,injured
3,0,0,3,west tripura,6/5/2001,Tripura,civilian,person,killed
4,0,0,4,west tripura,6/5/2001,Tripura,civilian,person,injured
3,0,0,3,srinagar,6/5/2001,,civilian,person,arrested
,3,,3,hyderabad,6/5/2001,Andhra Pradesh,terrorist,person,arrested
0,7,0,7,kudal,6/6/2001,,terrorist,person,killed
0,2,0,2,poonch,6/6/2001,,terrorist,person,killed
0,1,0,1,budgam,6/6/2001,,terrorist,person,killed
0,1,0,1,srinagar,6/6/2001,,terrorist,person,surrendered
0,1,0,1,srinagar,6/6/2001,,terrorist,person,killed
1,,,1,srinagar,6/6/2001,,civilian,person,injured
1,0,0,1,udhampur,6/6/2001,,civilian,person,injured
5,0,0,5,aizawal,6/6/2001,Mizoram,terrorist,person,arrested
0,0,1,1,doda,6/7/2001,,security,person,killed
0,0,2,2,jammu,6/7/2001,,security,person,killed
0,1,0,1,fatehpur,6/7/2001,,terrorist,person,killed
0,2,0,2,mandi,6/7/2001,,terrorist,person,killed
0,1,0,1,mandi,6/7/2001,,terrorist,person,killed
1,0,3,4,srinagar,6/7/2001,,security,person,injured
,,1,1,baramulla,6/7/2001,,civilian,person,injured
0,1,0,1,ananthapur,6/8/2001,Andhra Pradesh,terrorist,person,killed
0,0,1,1,ananthapur,6/8/2001,Andhra Pradesh,civilian,person,injured
1,0,0,1,warangal,6/8/2001,Andhra Pradesh,civilian,person,killed
0,2,0,2,kupwara,6/9/2001,,terrorist,person,killed
0,1,0,1,poonch,6/9/2001,,terrorist,person,killed
0,1,0,1,doda,6/9/2001,,terrorist,person,killed
3,0,0,3,jehanabad,6/9/2001,,civilian,person,killed
0,1,0,1,imphal west,6/9/2001,Manipur,terrorist,person,killed
0,1,0,1,thoubal,6/9/2001,Manipur,terrorist,person,arrested
0,1,0,1,thoubal,6/9/2001,Manipur,civilian,person,arrested
4,0,0,4,kanpur,6/9/2001,,civilian,person,injured
0,7,0,7,nalgonda,6/10/2001,Andhra Pradesh,terrorist,person,killed
0,4,0,4,karimnagar,6/10/2001,Andhra Pradesh,terrorist,person,killed
0,2,0,2,warangal,6/10/2001,Andhra Pradesh,terrorist,person,killed
0,0,2,2,ranga reddy,6/10/2001,Andhra Pradesh,security,person,killed
1,0,0,1,karimnagar,6/10/2001,Andhra Pradesh,civilian,person,killed
0,7,0,7,jammu,6/10/2001,,terrorist,person,killed
0,1,0,1,doda,6/10/2001,,terrorist,person,killed
1,0,0,1,patan,6/10/2001,,civilian,person,killed
4,0,0,5,thoubal,6/10/2001,Manipur,civilian,person,killed
0,4,0,4,mokokchung,6/10/2001,Nagaland,terrorist,person,killed
1,0,0,1,phek,6/10/2001,Nagaland,civilian,person,killed
0,1,1,2,giridih,6/10/2001,Jharkhand,civilian,person,killed
0,0,6,6,giridih,6/10/2001,Jharkhand,security,person,injured
2,0,0,2,ballia,6/11/2001,Uttar Pradesh,civilian,person,killed
0,1,0,1,imphal west,6/11/2001,Manipur,terrorist,person,killed
1,,,1,thoubal,6/11/2001,Manipur,civilian,person,arrested
0,3,0,3,anantnag,6/12/2001,,terrorist,person,killed
0,1,0,1,poonch,6/12/2001,,terrorist,person,killed
0,0,2,2,pulwama,6/12/2001,,security,person,injured
,,2,2,kupwara,6/12/2001,,security,person,killed
0,0,2,2,kupwara,6/12/2001,,civilian,person,injured
,1,,1,pulwama,6/12/2001,,terrorist,person,killed
0,9,0,9,gaya,6/12/2001,Bihar,terrorist,person,arrested
0,4,0,4,aurangabad,6/12/2001,Bihar,civilian,person,arrested
0,5,0,5,gaya,6/12/2001,Bihar,terrorist,person,arrested
0,3,0,3,rajouri,6/13/2001,,terrorist,person,killed
0,1,0,1,kupwara,6/13/2001,,terrorist,person,killed
1,0,0,1,srinagar,6/13/2001,,civilian,person,injured
1,0,0,1,anantnag,6/13/2001,,security,person,injured
0,0,2,2,baramulla,6/13/2001,,security,person,killed
3,0,0,3,baramulla,6/13/2001,,civilian,person,injured
0,0,1,1,poonch,6/13/2001,,security,person,killed
0,2,0,2,poonch,6/13/2001,,civilian,person,arrested
0,1,0,1,tinsukia,6/13/2001,Assam,terrorist,person,killed
0,7,0,7,garhwa,6/13/2001,Jharkhand,terrorist,person,arrested
0,6,0,6,garhwa,6/13/2001,Jharkhand,civilian,person,arrested
0,1,0,1,palamu,6/13/2001,Jharkhand,civilian,person,arrested
0,2,0,2,poonch,6/14/2001,,security,person,killed
,2,,2,saran,6/14/2001,,terrorist,person,killed
0,3,0,3,kupwara,6/14/2001,,terrorist,person,killed
1,0,1,2,jammu,6/14/2001,,security,person,injured
0,0,1,1,adilabad,6/14/2001,Andhra Pradesh,security,person,killed
0,1,0,1,mahaboobnagar,6/14/2001,Andhra Pradesh,terrorist,person,killed
2,2,2,2,medak,6/14/2001,Andhra Pradesh,civilian,person,surrendered
0,0,6,6,jehanabad,6/14/2001,,security,person,injured
0,8,1,9,rajouri,6/15/2001,,security,person,killed
0,1,0,1,budgam,6/15/2001,,terrorist,person,killed
24,0,0,20,baramulla,6/15/2001,,civilian,person,injured
3,,,3,patan,6/15/2001,,civilian,person,injured
0,3,0,3,dibrugarh,6/15/2001,Assam,terrorist,person,killed
1,0,0,1,nalbari,6/15/2001,Assam,civilian,person,killed
0,2,0,2,jorhat,6/15/2001,Assam,terrorist,person,arrested
0,6,0,6,pulwama,6/15/2001,,civilian,person,killed
6,0,0,6,karimnagar,6/16/2001,Andhra Pradesh,civilian,person,killed
1,,,1,kathua,6/16/2001,,terrorist,person,killed
0,1,0,1,rajouri,6/16/2001,,terrorist,person,killed
,,,1,baramulla,6/16/2001,,civilian,person,injured
0,1,0,1,jammu,6/16/2001,,terrorist,person,arrested
1,1,1,1,srinagar,6/16/2001,,terrorist,person,arrested
1,0,0,1,poonch,6/16/2001,,security,person,surrendered
1,0,0,1,poonch,6/16/2001,,civilian,person,killed
1,,,1,rajouri,6/16/2001,,civilian,person,killed
0,0,1,1,north tripura,6/16/2001,Tripura,civilian,person,killed
,2,,2,north tripura,6/16/2001,Tripura,terrorist,person,arrested
,1,,1,dhalai,6/16/2001,Tripura,terrorist,person,arrested
0,1,0,1,north tripura,6/16/2001,Tripura,terrorist,person,arrested
0,1,0,1,bongaigaon,6/16/2001,Assam,terrorist,person,arrested
0,0,1,1,rajouri,6/17/2001,,security,person,injured
0,3,0,3,baramulla,6/17/2001,,terrorist,person,killed
0,1,0,1,kupwara,6/17/2001,,terrorist,person,killed
1,,,1,budgam,6/17/2001,,civilian,person,killed
,1,,1,poonch,6/17/2001,,terrorist,person,killed
1,1,1,1,jammu,6/17/2001,,terrorist,person,killed
2,,,2,jehanabad,6/18/2001,Bihar,civilian,person,killed
0,1,0,1,udaipur,6/18/2001,,civilian,person,arrested
0,1,0,1,poonch,6/19/2001,,terrorist,person,killed
0,0,2,2,pulwama,6/19/2001,,security,person,injured
1,0,0,1,shopian,6/19/2001,,civilian,person,killed
0,5,1,6,baramulla,6/20/2001,,terrorist,person,killed
0,2,0,2,poonch,6/20/2001,,terrorist,person,killed
0,0,5,5,ganderbal,6/20/2001,,security,person,killed
0,1,0,1,pulwama,6/20/2001,,terrorist,person,killed
,,1,1,pulwama,6/20/2001,,security,person,killed
2,0,0,2,dhubri,6/20/2001,,civilian,person,killed
1,0,0,1,dhubri,6/20/2001,,civilian,person,injured
1,0,0,1,kokrajhar,6/20/2001,,civilian,person,killed
1,0,0,1,gumla,6/21/2001,Jharkhand,civilian,person,killed
0,1,0,1,mansa,6/21/2001,Punjab,terrorist,person,arrested
0,13,0,13,dibrugarh,6/22/2001,Assam,terrorist,person,killed
13,13,0,13,dibrugarh,6/22/2001,Assam,terrorist,person,surrendered
10,10,10,10,dibrugarh,6/22/2001,Assam,civilian,person,injured
0,3,0,3,nizamabad,6/22/2001,Andhra Pradesh,terrorist,person,killed
0,1,0,1,karimnagar,6/22/2001,Andhra Pradesh,terrorist,person,killed
0,3,0,3,west tripura,6/22/2001,Tripura,terrorist,person,arrested
0,3,0,3,doda,6/23/2001,Jammu and Kashmir,terrorist,person,killed
0,0,1,1,baramula,6/23/2001,Jammu and Kashmir,security,person,killed
0,2,0,2,kupwara,6/23/2001,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,east garo hills,6/23/2001,Meghalaya,terrorist,person,arrested
0,1,0,1,patna,6/23/2001,Bihar,civilian,person,arrested
2,0,0,2,gumla,6/24/2001,Jharkhand,civilian,person,killed
0,4,0,4,poonch,6/25/2001,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,kupwara,6/25/2001,Jammu and Kashmir,civilian,person,killed
2,0,0,2,baramulla,6/25/2001,Jammu and Kashmir,civilian,person,injured
1,0,1,2,srinagar,6/25/2001,Jammu and Kashmir,security,person,injured
1,0,0,1,garhwa,6/25/2001,Jharkhand,civilian,person,killed
0,5,0,5,hyderabad,6/25/2001,,terrorist,person,arrested
0,0,3,3,rajouri,6/26/2001,,security,person,killed
0,0,3,3,rajouri,6/26/2001,,security,person,injured
0,3,0,3,anantnag,6/26/2001,,terrorist,person,killed
1,0,1,2,budgam,6/26/2001,,security,person,killed
0,2,0,2,poonch,6/26/2001,,terrorist,person,killed
,2,,2,doda,6/26/2001,,terrorist,person,killed
0,1,0,1,udhampur,6/26/2001,,terrorist,person,killed
0,2,0,2,poonch,6/26/2001,,terrorist,person,killed
,1,,1,poonch,6/29/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,kupwara,6/29/2001,Jammu and Kashmir,terrorist,person,killed
0,0,2,2,srinagar,6/30/2001,Jammu and Kashmir,security,person,injured
0,3,0,3,dhubri,6/30/2001,Assam,terrorist,person,arrested
0,1,0,1,kupwara,7/1/2001,,terrorist,person,killed
0,1,0,1,srinagar,7/1/2001,,terrorist,person,killed
0,0,1,1,udhampur,7/1/2001,,security,person,killed
1,0,0,1,rajouri,7/1/2001,,civilian,person,killed
1,0,0,1,baramulla,7/1/2001,,civilian,person,killed
2,0,0,2,bongaigaon,7/1/2001,Assam,civilian,person,killed
1,0,0,1,bongaigaon,7/1/2001,Assam,civilian,person,injured
0,2,0,2,doda,7/2/2001,,terrorist,person,killed
1,,,1,pulwama,7/2/2001,,civilian,person,killed
1,0,0,1,baramula,7/2/2001,,civilian,person,killed
9,0,0,9,budgam,7/2/2001,,civilian,person,injured
1,0,0,1,warangal,7/2/2001,Andhra Pradesh,civilian,person,killed
,1,,1,nalbari,7/2/2001,Assam,civilian,person,killed
0,1,0,1,nalbari,7/2/2001,Assam,terrorist,person,killed
0,12,0,12,amritsar,7/2/2001,,civilian,person,arrested
0,2,0,2,sitamarhi,7/2/2001,,civilian,person,arrested
0,5,0,5,kargil,7/3/2001,,terrorist,person,killed
,2,,2,kargil,7/3/2001,,terrorist,person,killed
1,0,0,1,budgam,7/3/2001,,civilian,person,killed
,,2,2,kupwara,7/3/2001,,security,person,killed
0,1,0,1,mandi,7/4/2001,,terrorist,person,killed
1,0,0,1,budgam,7/4/2001,,civilian,person,killed
0,2,0,2,madhubani,7/4/2001,Bihar,terrorist,person,arrested
0,0,2,2,anantnag,7/5/2001,,civilian,person,killed
11,0,0,11,anantnag,7/5/2001,,civilian,person,injured
2,0,2,4,anantnag,7/5/2001,,civilian,person,killed
0,3,1,4,kupwara,7/5/2001,,security,person,killed
1,0,0,1,srinagar,7/5/2001,,civilian,person,injured
0,1,0,1,baramula,7/5/2001,,terrorist,person,injured
0,1,1,2,cachar,7/5/2001,Assam,terrorist,person,killed
0,1,0,1,dhalai,7/5/2001,Tripura,terrorist,person,killed
2,,,2,medak,7/5/2001,Andhra Pradesh,civilian,person,injured
0,0,0,0,medak,7/5/2001,Andhra Pradesh,civilian,person,killed
0,6,0,6,north tripura,7/5/2001,Tripura,terrorist,person,surrendered
0,6,0,6,rajouri,7/6/2001,,terrorist,person,killed
0,1,0,1,poonch,7/6/2001,,terrorist,person,killed
0,2,0,2,kupwara,7/6/2001,,terrorist,person,killed
,2,,2,bandipore,7/6/2001,,terrorist,person,killed
1,0,0,1,pulwama,7/6/2001,,civilian,person,injured
0,1,0,1,nizamabad,7/6/2001,Andhra Pradesh,terrorist,person,killed
0,3,0,3,palamu,7/6/2001,Jharkhand,terrorist,person,injured
1,0,3,4,jammu,7/7/2001,,security,person,killed
4,0,1,5,jammu,7/7/2001,,security,person,injured
0,2,0,2,jammu,7/7/2001,,terrorist,person,killed
0,7,1,8,kupwara,7/7/2001,,security,person,killed
,2,,2,bandipore,7/7/2001,,terrorist,person,killed
,8,,8,hazaribagh,7/7/2001,Jharkhand,terrorist,person,killed
0,2,0,2,kota,7/7/2001,Rajasthan,civilian,person,arrested
0,3,0,3,baramulla,7/8/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,bandipore,7/8/2001,Jammu and Kashmir,civilian,person,arrested
0,1,0,1,bandipore,7/8/2001,Jammu and Kashmir,security,person,killed
0,1,0,1,doda,7/8/2001,Jammu and Kashmir,terrorist,person,killed
,1,,1,pulwama,7/8/2001,Jammu and Kashmir,civilian,person,killed
0,1,0,1,kokrajhar,7/8/2001,,terrorist,person,killed
,2,1,3,srinagar,7/9/2001,,security,person,killed
,,2,2,srinagar,7/9/2001,,security,person,injured
0,1,0,1,kupwara,7/9/2001,,terrorist,person,killed
1,0,0,1,fatehpur,7/9/2001,,civilian,person,killed
0,1,0,1,poonch,7/9/2001,,terrorist,person,killed
0,1,0,1,kokrajhar,7/9/2001,Assam,terrorist,person,killed
0,2,0,2,goalpara,7/9/2001,Assam,terrorist,person,killed
0,12,0,12,jammu,7/10/2001,,terrorist,person,killed
0,5,0,5,poonch,7/10/2001,,terrorist,person,killed
2,2,1,5,anantnag,7/10/2001,,security,person,killed
2,2,1,5,anantnag,7/10/2001,,civilian,person,killed
1,0,0,1,anantnag,7/10/2001,,civilian,person,injured
0,0,0,3,baramulla,7/10/2001,,terrorist,person,killed
0,1,0,1,doda,7/10/2001,,terrorist,person,killed
1,,,1,kupwara,7/10/2001,,terrorist,person,killed
1,0,0,1,poonch,7/10/2001,,civilian,person,killed
2,2,2,2,ananthapur,7/10/2001,Andhra Pradesh,civilian,person,killed
,,7,7,ananthapur,7/10/2001,Andhra Pradesh,security,person,injured
0,4,0,4,rohtas,7/10/2001,Bihar,civilian,person,arrested
0,4,0,4,kota,7/10/2001,Rajasthan,civilian,person,arrested
0,2,0,2,kokrajhar,7/11/2001,Assam,terrorist,person,killed
0,1,0,1,nalbari,7/11/2001,Assam,terrorist,person,killed
0,1,0,1,kokrajhar,7/11/2001,Assam,terrorist,person,killed
1,2,1,4,doda,7/12/2001,Jammu and Kashmir,security,person,killed
1,0,0,1,srinagar,7/12/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,budgam,7/12/2001,Jammu and Kashmir,civilian,person,killed
0,3,0,3,golaghat,7/12/2001,Assam,terrorist,person,surrendered
0,3,0,3,golaghat,7/12/2001,Assam,terrorist,person,arrested
,5,,5,sonitpur,7/12/2001,Assam,civilian,person,arrested
,2,3,5,baramulla,7/13/2001,,security,person,killed
0,3,0,3,doda,7/13/2001,,terrorist,person,killed
0,2,0,2,kupwara,7/13/2001,,terrorist,person,killed
,,2,2,bandipora,7/13/2001,,security,person,injured
0,4,0,4,kargil,7/13/2001,,security,person,killed
2,2,2,6,rajouri,7/13/2001,,security,person,killed
0,1,0,1,budgam,7/13/2001,,terrorist,person,killed
0,2,0,2,srinagar,7/13/2001,,civilian,person,arrested
3,0,0,3,giridih,7/13/2001,Jharkhand,civilian,person,killed
3,0,0,3,giridih,7/13/2001,Jharkhand,civilian,person,injured
0,3,1,4,anantanag,7/14/2001,,security,person,killed
0,0,4,4,kupwara,7/14/2001,,security,person,injured
0,1,0,1,kupwara,7/14/2001,,terrorist,person,killed
1,0,0,1,udhampur,7/14/2001,,civilian,person,killed
0,1,0,1,wokha,7/14/2001,Nagaland,civilian,person,killed
0,4,0,4,hazaribagh,7/14/2001,Jharkhand,terrorist,person,arrested
3,0,0,3,sonitpur,7/14/2001,Assam,terrorist,person,arrested
1,0,0,1,warangal,7/14/2001,,civilian,person,injured
0,0,0,0,senapati,7/14/2001,Assam,terrorist,person,killed
0,2,0,2,baramulla,7/15/2001,,terrorist,person,killed
,1,,1,poonch,7/15/2001,,terrorist,person,killed
0,6,0,6,poonch,7/15/2001,,terrorist,person,killed
2,0,0,2,anantnag,7/15/2001,,civilian,person,killed
10,0,0,10,pulwama,7/15/2001,,civilian,person,injured
0,1,0,1,budgam,7/15/2001,,terrorist,person,killed
